timestamp,iface,carrier,speed_mbps,temp_c,frame_err_ppm,length_err_ppm,rx_err_ppm,speed_change_count_10m,speed_is_downgraded,has_phy_stats,phy_receive_errors_rate,phy_idle_errors_rate,phy_serdes_ber_errors_rate,phy_false_carrier_sense_errors_rate,phy_local_rcvr_nok_rate,phy_remote_rcv_nok_rate,phy_receive_errors_copper,phy_idle_errors,link_flap,time_since_last_link_down,fcs_rate,fcs_per_million_pkts,rx_error_rate,tx_error_rate,bad_octets_rate,fragment_rate,jabber_rate,oversize_rate,undersize_rate,port_discards_rate,host_rx_drop_rate,host_tx_drop_rate,tx_dropped_rate,host_rx_crc_rate,rx_bps,tx_bps,pps,utilization,mean_fcs_per_million,max_fcs_per_million,mean_phy_rxerr,max_phy_rxerr,mean_discards,max_discards,flaps_10m_mean,flaps_1h_mean,mean_utilization,mean_temp,temp_delta_10m,temp_slope_10m,
1777219294.984381,eth0,1,100,33.1,,,,0,0,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,33.1,0.0,0.0,
1777219355.0055707,eth0,1,100,33.1,1000000.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.17046568271314,0.16660782719751197,4.611704656827131e-06,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.611704656827131e-06,33.1,0.0,0.0,
1777219415.0131402,eth0,1,100,33.1,1000000.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.27513923487834,0.16664564278716704,4.612751392348784e-06,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.612228024587957e-06,33.1,0.0,0.0,
1777219475.0206091,eth0,1,100,32.55,1000000.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2759126404314,0.16664592219668764,4.612759126404314e-06,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.612405058526743e-06,32.9625,-0.5500000000000043,-0.0009166666666666738,
1777219535.0283399,eth0,1,100,32.0,1000000.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.14651029270397,0.14998067568378032,4.151465102927039e-06,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.497170069626817e-06,32.77,-1.1000000000000014,-0.0018333333333333357,
1777219595.0360801,eth0,1,100,32.55,1000000.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.27382701717175,0.16664516872007648,4.612738270171717e-06,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.520283709735797e-06,32.733333333333334,-0.5500000000000043,-0.0009166666666666738,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
