timestamp,iface,carrier,speed_mbps,temp_c,frame_err_ppm,length_err_ppm,rx_err_ppm,speed_change_count_10m,speed_is_downgraded,has_phy_stats,phy_receive_errors_rate,phy_idle_errors_rate,phy_serdes_ber_errors_rate,phy_false_carrier_sense_errors_rate,phy_local_rcvr_nok_rate,phy_remote_rcv_nok_rate,phy_receive_errors_copper,phy_idle_errors,link_flap,time_since_last_link_down,fcs_rate,fcs_per_million_pkts,rx_error_rate,tx_error_rate,bad_octets_rate,fragment_rate,jabber_rate,oversize_rate,undersize_rate,port_discards_rate,host_rx_drop_rate,host_tx_drop_rate,tx_dropped_rate,host_rx_crc_rate,rx_bps,tx_bps,pps,utilization,mean_fcs_per_million,max_fcs_per_million,mean_phy_rxerr,max_phy_rxerr,mean_discards,max_discards,flaps_10m,flaps_1h,mean_utilization,mean_temp,temp_delta_10m,temp_slope_10m
1777474154.7209494,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.1475246955531,0.1499810421587981,4.151475246955531E-06,0,0,0,0,0,0,0,0,4.520471351909749E-06,29.965,0,0
1777474214.7284875,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27538115292424,0.166645730185305,4.612753811529243E-06,0,0,0,0,0,0,0,0,4.520480014983431E-06,29.965,0,0
1777474274.7360857,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2749193096023,0.16664556333439387,4.612749193096023E-06,0,0,0,0,0,0,0,0,4.52048096982324E-06,29.91,0,0
1777474334.7436876,eth0,1,100,31.45,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27488998624796,0.16664555274069653,4.61274889986248E-06,0,0,0,0,0,0,0,0,4.566611234808424E-06,30.075,1.6499999999999986,0.0027499999999999977
1777474394.7515976,eth0,1,100,29.25,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2725221376937,0.1666446973040801,4.612725221376937E-06,0,0,0,0,0,0,0,0,4.566611841428251E-06,30.02,-0.5500000000000007,-0.0009166666666666678
1777474454.7592375,eth0,1,100,29.25,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27459858561724,0.16664544746590218,4.612745985856173E-06,0,0,0,0,0,0,0,0,4.566612503034605E-06,29.965,-1.1000000000000014,-0.0018333333333333357
1777474514.7668471,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.1473482055955,0.14998097839797525,4.151473482055955E-06,0,0,0,0,0,0,0,0,4.52048627713564E-06,29.91,-1.0999999999999979,-0.0018333333333333298
1777474574.7743893,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27534999679807,0.16664571892947908,4.612753499967981E-06,0,0,0,0,0,0,0,0,4.520489907711879E-06,29.8,1.1000000000000014,0.0018333333333333357
1777474634.782115,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27393881196474,0.16664520910836877,4.612739388119648E-06,0,0,0,0,0,0,0,0,4.520491729410442E-06,29.91,0.5500000000000007,0.0009166666666666678
1777474694.7903621,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.269930727586,0.16664376110100648,4.61269930727586E-06,0,0,0,0,0,0,0,0,4.5204864036095834E-06,30.02,0,0
1777474754.798214,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2729693146609,0.16664485885645264,4.612729693146609E-06,0,0,0,0,0,0,0,0,4.566611848228691E-06,29.855,-1.6500000000000021,-0.0027500000000000037
1777474814.8061855,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27204930397477,0.16664452648264985,4.6127204930397475E-06,0,0,0,0,0,0,0,0,4.566608516379741E-06,29.8,0,0
1777474874.8139217,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2738581730922,0.16664517997582812,4.612738581730922E-06,0,0,0,0,0,0,0,0,4.5666074552432315E-06,29.8,-1.6499999999999986,-0.0027499999999999977
1777474934.8219097,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.1447305637486,0.14998003271811727,4.151447305637486E-06,0,0,0,0,0,0,0,0,4.520477295820731E-06,29.69,1.1000000000000014,0.0018333333333333357
1777474994.8297389,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2731434206818,0.16664492175602666,4.612731434206818E-06,0,0,0,0,0,0,0,0,4.52047791710372E-06,29.8,1.1000000000000014,0.0018333333333333357
1777475054.8375714,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2731177629441,0.16664491248661276,4.612731177629441E-06,0,0,0,0,0,0,0,0,4.520476436281046E-06,29.91,0.5500000000000007,0.0009166666666666678
1777475114.8453526,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2735117928013,0.16664505483843978,4.612735117928013E-06,0,0,0,0,0,0,0,0,4.566602599868252E-06,29.91,0,0
1777475174.8531623,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2732937017739,0.16664497604832873,4.612732937017739E-06,0,0,0,0,0,0,0,0,4.566600543573228E-06,29.8,-1.1000000000000014,-0.0018333333333333357
1777475234.861047,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27271640299097,0.16664476748662968,4.612727164029909E-06,0,0,0,0,0,0,0,0,4.566599321164254E-06,29.69,-1.6500000000000021,-0.0027500000000000037
1777475294.869001,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.14496643056435,0.14998011793011717,4.151449664305644E-06,0,0,0,0,0,0,0,0,4.520474356867233E-06,29.69,1.6500000000000021,0.0027500000000000037
1777475354.876808,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27331386144004,0.16664498333144512,4.6127331386144E-06,0,0,0,0,0,0,0,0,4.520474701414012E-06,29.855,0.5500000000000007,0.0009166666666666678
1777475414.8848033,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27186603535216,0.16664446027288735,4.612718660353521E-06,0,0,0,0,0,0,0,0,4.520474518145389E-06,29.855,0,0
1777475474.8925273,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27395164087886,0.16664521374309207,4.612739516408789E-06,0,0,0,0,0,0,0,0,4.520474611613176E-06,29.855,-0.5500000000000007,-0.0009166666666666678
1777475534.900533,eth0,1,100,29.25,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2717872298892,0.16664443180270563,4.612717872298892E-06,0,0,0,0,0,0,0,0,4.566601668279317E-06,29.745,-1.1000000000000014,-0.0018333333333333357
1777475594.9085515,eth0,1,100,30.9,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2716882649274,0.16664439604946799,4.6127168826492736E-06,0,0,0,0,0,0,0,0,4.566600213123562E-06,29.8,0.5499999999999972,0.0009166666666666619
1777475654.9164834,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2723535302099,0.16664463639097177,4.612723535302099E-06,0,0,0,0,0,0,0,0,4.566599448890828E-06,29.635,-1.1000000000000014,-0.0018333333333333357
1777475714.924315,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.273125093726,0.1666449151350166,4.61273125093726E-06,0,0,0,0,0,0,0,0,4.566599062191753E-06,29.69,1.6500000000000021,0.0027500000000000037
1777475774.9321942,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.14548269942503,0.14998030444343388,4.15145482699425E-06,0,0,0,0,0,0,0,0,4.5204712511894035E-06,29.69,0,0
1777475834.9401255,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27235902827806,0.1666446383772681,4.61272359028278E-06,0,0,0,0,0,0,0,0,4.520470893814691E-06,29.69,-1.6500000000000021,-0.0027500000000000037
1777475894.9479656,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2730591166973,0.16664489129938487,4.6127305911669735E-06,0,0,0,0,0,0,0,0,4.566598986500824E-06,29.525,-1.6500000000000021,-0.0027500000000000037
1777475954.9558263,eth0,1,100,30.9,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27290150498305,0.16664483435873664,4.612729015049831E-06,0,0,0,0,0,0,0,0,4.566598574144367E-06,29.58,1.0999999999999979,0.0018333333333333298
1777476014.9637382,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27250747616847,0.1666446920072863,4.612725074761685E-06,0,0,0,0,0,0,0,0,4.5665992155851836E-06,29.58,0,0
1777476074.9716005,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2728886761273,0.16664482972403444,4.612728886761273E-06,0,0,0,0,0,0,0,0,4.566598152620432E-06,29.58,0.5500000000000007,0.0009166666666666678
1777476134.9794738,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.272804372236,0.16664479926742629,4.61272804372236E-06,0,0,0,0,0,0,0,0,4.566599169762779E-06,29.69,-0.5499999999999972,-0.0009166666666666619
1777476194.9874756,eth0,1,100,30.9,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.1446348975641,0.14997999815663443,4.151446348975641E-06,0,0,0,0,0,0,0,0,4.5204721163954156E-06,29.69,2.1999999999999993,0.0036666666666666653
1777476254.9953327,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27292899539054,0.16664484429024226,4.612729289953905E-06,0,0,0,0,0,0,0,0,4.520472691860596E-06,29.855,0,0
1777476315.0032227,eth0,1,100,29.8,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27267608376485,0.1666447529204353,4.612726760837648E-06,0,0,0,0,0,0,0,0,4.520472242850635E-06,29.8,1.1000000000000014,0.0018333333333333357
1777476375.0110087,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.2734751388327,0.1666450415963991,4.612734751388327E-06,0,0,0,0,0,0,0,0,4.5666002352900424E-06,29.965,1.6500000000000021,0.0027500000000000037
1777476435.0194826,eth0,1,100,28.7,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.26818786488735,0.1666431314540778,4.612681878648873E-06,0,0,0,0,0,0,0,0,4.5665960641266515E-06,29.965,0,0
1777476495.0272634,eth0,1,100,30.35,0,0,0,0,0,1,0,,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.27351545819846,0.16664505616264397,4.612735154581985E-06,0,0,0,0,0,0,0,0,4.566596520468153E-06,30.13,-0.5499999999999972,-0.0009166666666666619
