timestamp,iface,carrier,speed_mbps,temp_c,frame_err_ppm,length_err_ppm,rx_err_ppm,speed_change_count_10m,speed_is_downgraded,has_phy_stats,phy_receive_errors_rate,phy_idle_errors_rate,phy_serdes_ber_errors_rate,phy_false_carrier_sense_errors_rate,phy_local_rcvr_nok_rate,phy_remote_rcv_nok_rate,phy_receive_errors_copper,phy_idle_errors,link_flap,time_since_last_link_down,fcs_rate,fcs_per_million_pkts,rx_error_rate,tx_error_rate,bad_octets_rate,fragment_rate,jabber_rate,oversize_rate,undersize_rate,port_discards_rate,host_rx_drop_rate,host_tx_drop_rate,tx_dropped_rate,host_rx_crc_rate,rx_bps,tx_bps,pps,utilization,mean_fcs_per_million,max_fcs_per_million,mean_phy_rxerr,max_phy_rxerr,mean_discards,max_discards,flaps_10m_mean,flaps_1h_mean,mean_utilization,mean_temp,temp_delta_10m,temp_slope_10m
3735.558162851,eth0,1,100,28.7,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.28342274376325,0.16664863538430752,4.612834227437632e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.555163272627499e-06,28.883333333333333,-0.5500000000000007,-0.0009166666666666678
3795.564844982,eth0,1,100,29.25,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2819608918218,0.16664810725860615,4.6128196089182185e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.561569532215357e-06,28.92,0.0,0.0
3855.571350243,eth0,1,100,29.25,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.283320526752,0.16664859845619653,4.61283320526752e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.566695899520573e-06,28.92,0.0,0.0
3915.579437855,eth0,1,100,28.7,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.27115696426097,0.1666442041055856,4.61271156964261e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.5666886994285415e-06,28.865,-1.1000000000000014,-0.0018333333333333357
3975.586137282,eth0,1,100,28.7,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.799017527073419,461.281827934455,0.1833128651473629,4.700808454615284e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.5754863348286695e-06,28.755,-0.5500000000000007,-0.0009166666666666678
4010.219809817,eth0,1,100,29.25,,,,0,0,1,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,29.25,0.0,0.0
4070.226999115,eth0,1,100,29.25,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2780622424949,0.1666466987870285,4.612780622424949e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.612780622424949e-06,29.25,0.0,0.0
4130.233699246,eth0,1,100,29.25,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2818225226907,0.1666480572697582,4.612818225226907e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.6127994238259285e-06,29.25,0.0,0.0
4190.240379284,eth0,1,100,28.7,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2819769810841,0.1666481130712009,4.612819769810841e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.612806205820899e-06,29.1125,-0.5500000000000007,-0.0009166666666666678
4250.246956211,eth0,1,100,29.8,0.0,0.0,0.0,0,0,1,0.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.28276961496147,0.16664839942737047,4.612827696149615e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.612811578403078e-06,29.25,0.5500000000000007,0.0009166666666666678
